index,title,original_language,release_date,popularity,vote_average,vote_count
437,The Matrix,en,30-03-1999,79.468,8.2,23619
438,S.O.S MAMIS 2: New Mom On The Block,es,02-08-2023,111.138,6.2,6
439,Spirited Away,ja,20-07-2001,79.322,8.5,14717
440,The Amazing Spider-Man,en,23-06-2012,78.654,6.7,16248
441,A Newly Wedded Couple's Sex Life,ko,12-07-2018,78.174,9,1
442,Luca,en,17-06-2021,78.167,7.9,7515
443,Iron Man: Rise of Technovore,ja,24-04-2013,77.952,5.9,152
444,Zootopia,en,11-02-2016,77.789,7.7,15108
445,Die Hard,en,15-07-1988,77.675,7.8,10098
446,Shrek Forever After,en,16-05-2010,77.517,6.4,6681
447,The Ice Age Adventures of Buck Wild,en,28-01-2022,77.489,6.7,1537
448,Toy Story 3,en,16-06-2010,77.19,7.8,13667
449,Annabelle: Creation,en,03-08-2017,77.13,6.6,5191
450,The Enforcer,en,22-09-2022,77.105,7.2,331
451,The Island,en,21-07-2005,76.978,6.7,4932
452,JUNG_E,ko,12-01-2023,76.923,6.3,489
453,Peter Pan & Wendy,en,20-04-2023,76.764,5.7,510
454,Dumbo,en,27-03-2019,76.691,6.6,4063
455,Boyka: Undisputed IV,en,01-08-2016,76.463,7.1,1169
456,Inglourious Basterds,en,19-08-2009,76.302,8.2,20559
457,Justice League,en,15-11-2017,76.254,6.1,12192
458,Rise of the Teenage Mutant Ninja Turtles: The Movie,en,05-08-2022,76.2,7.3,126
459,Total Recall,en,01-06-1990,76.162,7.3,5186
460,Annabelle: Creation,en,03-08-2017,77.13,6.6,5191
461,The Enforcer,en,22-09-2022,77.105,7.2,331
462,The Island,en,21-07-2005,76.978,6.7,4932
463,JUNG_E,ko,12-01-2023,76.923,6.3,489
464,The Ghosts of Monday,en,29-08-2022,56.564,4.4,8
465,Dumbo,en,27-03-2019,76.691,6.6,4063
466,Love Tactics 2,tr,14-07-2023,53.761,7.3,48
467,Boyka: Undisputed IV,en,01-08-2016,76.463,7.1,1169
468,Inglourious Basterds,en,19-08-2009,76.302,8.2,20559
469,Justice League,en,15-11-2017,76.254,6.1,12192
470,Total Recall,en,01-06-1990,76.162,7.3,5186
471,The (Almost) Legends,es,19-07-2023,67.028,7.4,23
472,Medieval,en,08-09-2022,75.633,7.1,400
473,Beauty and the Beast,en,22-10-1991,75.611,7.7,9175
474,Kingdom 2: Far and Away,ja,15-07-2022,75.495,6.6,9
475,A Place to Fight For,fr,08-06-2023,75.41,7,77
476,Your Name.,ja,26-08-2016,75.396,8.5,10149
477,Raya and the Last Dragon,en,03-03-2021,75.317,7.9,6193
478,Predator,en,12-06-1987,75.309,7.5,7171
479,Extraction,en,24-04-2020,75.172,7.4,5427
480,To Every You I've Loved Before,ja,07-10-2022,74.675,6.5,17
481,Resident Evil: Welcome to Raccoon City,en,24-11-2021,74.446,6,2131
482,Tin & Tina,es,24-03-2023,74.335,6.1,271
483,Alien,en,25-05-1979,74.33,8.1,13074
484,Jeepers Creepers: Reborn,en,15-09-2022,74.273,5.6,835
485,Cars 2,en,11-06-2011,74.257,6.1,7045
486,Battle for Saipan,en,25-11-2022,74.206,5.9,60
487,The Lost City,en,24-03-2022,74.189,6.6,2895
488,Hercules,en,20-06-1997,73.81,7.5,6753
489,The Princess and the Frog,en,08-12-2009,73.707,7.2,5012
490,The SpongeBob Movie: Sponge on the Run,en,14-08-2020,73.617,7.5,2690
491,Hunt,ko,10-08-2022,73.567,6.7,109
492,Corpse Bride,en,12-09-2005,73.565,7.5,8122
493,Miraculous World: Shanghai – The Legend of Ladydragon,fr,15-05-2021,73.535,7.9,567
494,Iron Man,en,30-04-2008,73.446,7.6,24712
495,Yu Pui Tsuen III,zh,10-08-1996,73.434,5.6,6
496,World War Z,en,20-06-2013,73.316,6.8,14302
497,Soul,en,25-12-2020,73.273,8.2,9351
498,Shark Tale,en,20-09-2004,73.145,6,5875
499,Sonic the Hedgehog,en,12-02-2020,73.109,7.3,8831
500,The King's Man,en,22-12-2021,73.016,6.8,3865
501,The Tomorrow War,en,03-09-2021,72.986,7.6,2730
502,"To Me, the One Who Loved You",ja,07-10-2022,72.85,5.5,48
503,The Twilight Saga: Breaking Dawn - Part 2,en,13-11-2012,72.671,6.5,8293
504,Mission: Impossible - Rogue Nation,en,23-07-2015,72.522,7.2,8086
505,A Frozen Rooster,es,14-12-2022,72.485,7.7,314
506,Armageddon,en,01-07-1998,72.477,6.8,7249
507,The Nightmare Before Christmas,en,09-10-1993,72.425,7.8,8383
508,Lethal Weapon,en,06-03-1987,72.289,7.3,4115
509,A Man Called Otto,en,28-12-2022,72.235,7.8,1580
510,Transformers: The Last Knight,en,16-06-2017,72.203,6.1,5665
511,The Twilight Saga: Eclipse,en,23-06-2010,72.112,6.2,8168
512,Pirates of the Caribbean: Dead Man's Chest,en,06-07-2006,71.936,7.3,14742
513,Mission: Impossible - Ghost Protocol,en,07-12-2011,71.845,7.1,9126
514,"Miraculous World: New York, United HeroeZ",fr,18-12-2020,71.689,8.2,1008
515,The Croods: A New Age,en,25-11-2020,71.497,7.5,3453
516,Shrek the Third,en,17-05-2007,71.471,6.3,8240
517,The Twilight Saga: Breaking Dawn - Part 1,en,16-11-2011,71.412,6.2,8177
518,Megalodon,en,01-02-2004,71.286,4.7,55
519,A Quiet Place Part II,en,21-05-2021,71.06,7.5,5588
520,Real Steel,en,28-09-2011,70.986,7,7497
521,Saving Private Ryan,en,24-07-1998,70.948,8.2,14506
522,Mulan,en,18-06-1998,70.854,7.9,8830
523,A Scream in the Streets,en,01-01-1973,70.623,3.7,10
524,Gabriel's Redemption: Part 1,en,22-06-2023,70.536,6.7,62
525,The Thing,en,25-06-1982,70.459,8,6139
526,Venom,en,28-09-2018,70.39,6.8,14622
527,Gun Woman,ja,28-02-2014,70.302,4.8,91
528,The Exorcist,en,26-12-1973,70.293,7.7,7129
529,The Northman,en,07-04-2022,70.285,7.1,3512
530,Sweet Sex and Love,ko,27-06-2003,70.261,4.4,17
531,Grown Ups 2,en,11-07-2013,70.184,6.1,3879
532,Pulp Fiction,en,10-09-1994,70.183,8.5,25663
533,Graphic Desires,en,15-08-2022,70.157,4.1,8
534,Ted 2,en,25-06-2015,69.985,6.3,6826
535,Black Panther,en,13-02-2018,69.977,7.4,20923
536,The Gray Man,en,13-07-2022,69.954,7,3051
537,Wonder,en,13-11-2017,69.88,8.2,7383
538,Get Real,en,16-08-1998,69.838,6.8,137
539,Transfusion,en,05-01-2023,69.646,6.1,200
540,The Hunger Games: Mockingjay - Part 1,en,19-11-2014,69.574,6.8,14609
541,Free Guy,en,11-08-2021,69.548,7.6,7509
542,Furious 7,en,01-04-2015,69.52,7.2,9923
543,Consecration,en,09-02-2023,69.391,5.8,81
544,Beautiful Teacher in Torture Hell,ja,14-12-1985,69.311,5.7,18
545,Madagascar,en,25-05-2005,69.269,6.9,10012
546,Predators,en,03-07-2010,69.266,6.2,3690
547,Scary Movie,en,07-07-2000,69.235,6.3,6288
548,Grown Ups,en,24-06-2010,69.216,6.4,5513
549,Guillermo del Toro's Pinocchio,en,09-11-2022,69.167,8.2,2398
550,Batman v Superman: Dawn of Justice,en,23-03-2016,69.052,5.9,16983
551,Top Gun,en,16-05-1986,68.932,7,7594
552,The Ledge,en,18-02-2022,68.803,6.5,277
553,The Fate of the Furious,en,12-04-2017,68.749,6.9,9645
554,Snow White and the Seven Dwarfs,en,21-12-1937,68.659,7.1,6779
555,Iron Man 3,en,18-04-2013,68.618,6.9,20939
556,Big Sur Gay Porn,en,16-06-2023,68.617,7,1
557,Dragon Ball Z: Wrath of the Dragon,ja,15-07-1995,68.591,7.2,620
558,Two Witches,en,02-03-2023,68.582,6.2,70
559,Apocalypto,en,07-12-2006,68.548,7.6,4982
560,Pirates Down the Street II: The Ninjas from Across,nl,20-04-2022,68.495,6.6,141
561,RRR,te,24-03-2022,68.487,7.8,1036
562,The Curse of La Llorona,en,17-04-2019,68.477,5.7,2190
563,Cinderella,en,06-03-2015,68.428,6.8,6632
564,Beauty and the Beast,en,16-03-2017,68.405,7,14802
565,Raped by an Angel,cn,27-05-1993,68.365,5,22
566,Deathstroke: Knights & Dragons - The Movie,en,04-08-2020,68.331,7,408
567,Morbius,en,30-03-2022,68.261,6.1,3595
568,When You Finish Saving the World,en,20-01-2023,68.212,6,50
569,Jupiter Ascending,en,04-02-2015,68.178,5.4,6303
570,Kung Fu Panda,en,04-06-2008,68.043,7.2,10409
571,F9,en,19-05-2021,67.993,7.2,6576
572,My Cousin Sister,ko,03-06-2019,67.942,3,1
573,Women in Heat Behind Bars,ja,05-12-1987,67.922,4.3,4
574,Lightyear,en,15-06-2022,67.88,7.1,2977
575,Toy Story 4,en,19-06-2019,67.824,7.5,9004
576,The Help,en,09-08-2011,67.659,8.2,7449
577,Percy Jackson & the Olympians: The Lightning Thief,en,01-02-2010,67.653,6.2,6912
578,Monster Hunter: Legends of the Guild,en,12-08-2021,67.652,5.7,66
579,The Matrix Resurrections,en,16-12-2021,67.566,6.5,4927
580,Despicable Me 2,en,26-06-2013,67.476,6.9,10459
581,Eight Legged Freaks,en,17-07-2002,67.425,5.8,1091
582,One Day as a Lion,en,04-04-2023,67.422,5.8,58
583,Paprika,it,13-02-1991,67.415,7.1,349
584,Parasite,ko,30-05-2019,67.364,8.5,16197
585,Dragon Ball Z: Broly – The Legendary Super Saiyan,ja,06-03-1993,67.269,7.2,787
586,Gone Girl,en,01-10-2014,67.239,7.9,17234
587,Groundhog Day,en,11-02-1993,67.195,7.6,7160
588,Lolita,en,27-09-1997,67.152,7.1,1534
589,Clifford the Big Red Dog,en,10-11-2021,67.13,7.2,1602
590,Simulant,en,29-03-2023,67.113,5.9,82
591,The (Almost) Legends,es,19-07-2023,67.028,7.4,23
592,My Name Is Vendetta,it,30-11-2022,67,6.7,487
593,Big George Foreman,en,27-04-2023,66.93,7.7,91
594,Brave,en,21-06-2012,66.898,7,12503
595,Za gyakutai: Nyotai ikedori-hen,ja,18-07-1987,66.88,6.3,2
596,Mission: Impossible III,en,25-04-2006,66.87,6.7,6107
597,Train to Busan,ko,20-07-2016,66.837,7.8,6598
598,My Neighbor Totoro,ja,16-04-1988,66.79,8.1,7029
599,Amazonia: The Catherine Miles Story,it,09-08-1985,66.752,6.1,143
600,3-D Sex and Zen: Extreme Ecstasy,cn,14-04-2011,66.741,5,99
601,Fight Club,en,15-10-1999,66.698,8.4,26958
602,Indiana Jones and the Last Crusade,en,24-05-1989,66.494,7.8,9165
603,Superfast!,en,05-03-2015,66.444,5,368
604,Everything Everywhere All at Once,en,24-03-2022,66.414,7.8,5024
605,Godzilla,en,14-05-2014,66.277,6.3,8292
606,Reservoir Dogs,en,02-09-1992,66.258,8.1,13162
607,Big Nunu's Little Heist,en,28-07-2023,66.199,7.2,8
608,Raiders of the Lost Ark,en,12-06-1981,66.155,7.9,11326
609,WALL·E,en,22-06-2008,66.123,8.1,17289
610,Baywatch,en,25-05-2017,65.974,6.1,7483
611,The Boss Baby: Christmas Bonus,en,06-12-2022,65.972,6.8,244
612,Orphan: First Kill,en,27-07-2022,65.877,6.7,1794
613,Tarzan,en,18-06-1999,65.611,7.4,6176
614,Se7en,en,22-09-1995,65.429,8.4,19202
615,Scarface,en,09-12-1983,65.384,8.2,10607
616,The Hobbit: An Unexpected Journey,en,26-11-2012,65.381,7.3,17242
617,Django Unchained,en,25-12-2012,65.361,8.2,24493
618,The Seven Deadly Sins: Cursed by Light,ja,02-07-2021,65.268,7.7,444
619,Nymphomaniac: Vol. II,en,25-12-2013,61.773,6.8,2651
620,Swapping: Perfect Neighbor,ko,04-11-2019,64.915,4.7,3
621,Black Swan,en,03-12-2010,64.856,7.7,13442
622,Mean Girls,en,30-04-2004,64.837,7.2,7864
623,Taken 3,en,16-12-2014,64.781,6.2,5297
624,Girl in the Basement,en,27-02-2021,64.749,7.8,544
625,Fifty Shades Darker,en,08-02-2017,64.7,6.5,7223
626,Die Hart,en,22-02-2023,64.673,6,325
627,Maid in Sweden,en,03-11-1971,64.606,4.5,26
628,Snag,en,28-04-2023,64.56,5.9,39
629,The Forbidden Legend: Sex & Chopsticks 2,cn,04-03-2009,64.549,6.2,87
630,Proof of Love,pt,25-11-2022,64.445,7.1,28
631,Dragon Ball Z: Resurrection 'F',ja,18-04-2015,64.445,6.8,1688
632,Nope,en,20-07-2022,64.362,6.9,3149
633,The Green Mile,en,10-12-1999,64.309,8.5,15756
634,The Exorcist,es,02-11-2022,64.273,6.1,91
635,Huesera: The Bone Woman,es,10-02-2023,64.269,5.9,238
636,Jagged Mind,en,14-06-2023,64.242,6.3,20
637,In Time,en,27-10-2011,64.114,7,10451
638,Jurassic World,en,12-06-2015,63.915,6.7,19293
639,Noah,en,07-03-2014,63.785,5.7,5804
640,No Time to Die,en,29-09-2021,63.751,7.4,5410
641,Kingsman: The Secret Service,en,13-12-2014,63.741,7.6,15552
642,Red Notice,en,04-11-2021,63.621,6.8,5049
643,The Godfather Part II,en,20-12-1974,63.572,8.6,11130
644,Pixels,en,16-07-2015,63.672,5.7,7005
645,Roald Dahl's The Witches,en,26-10-2020,63.35,6.4,2553
646,The Day of the Locust,en,07-05-1975,63.347,6.3,76
647,Samaritan,en,25-08-2022,63.244,6.8,1718
648,Ice Age: Dawn of the Dinosaurs,en,26-06-2009,63.226,6.7,7597
649,Naruto Shippuden the Movie,ja,04-08-2007,63.163,7.3,743
650,Insurgent,en,18-03-2015,63.104,6.4,9444
651,Your Ticket Is No Longer Valid,en,19-09-1981,63.06,3.7,3
652,Dream,ko,26-04-2023,63.054,6.9,40
653,Beautiful Sisters: Strip!,ja,09-03-1985,63.046,5,2
654,Berserk: The Golden Age Arc II - The Battle for Doldrey,ja,23-06-2012,63.005,7.3,348
655,Memory,en,28-04-2022,62.958,6.9,1263
656,Kama Sutra: A Tale of Love,en,11-09-1996,62.946,5.7,149
657,The Jungle Book,en,18-10-1967,62.928,7.3,5760
658,Bram Stoker's Dracula,en,13-11-1992,62.887,7.5,4570
659,Sinner: The Secret Diary of a Nymphomaniac,fr,21-06-1973,62.861,5.2,25
660,Puss in Boots,en,27-10-2011,58.044,6.5,3488
661,Samaritan,en,25-08-2022,63.244,6.8,1718
662,Ice Age: Dawn of the Dinosaurs,en,26-06-2009,63.226,6.7,7597
663,Naruto Shippuden the Movie,ja,04-08-2007,63.163,7.3,743
664,H.P. Lovecraft's Witch House,en,29-06-2022,45.614,5,20
665,Insurgent,en,18-03-2015,63.104,6.4,9444
666,Your Ticket Is No Longer Valid,en,19-09-1981,63.06,3.7,3
667,Dream,ko,26-04-2023,63.054,6.9,40
668,Beautiful Sisters: Strip!,ja,09-03-1985,63.046,5,2
669,Berserk: The Golden Age Arc II - The Battle for Doldrey,ja,23-06-2012,63.005,7.3,348
670,Memory,en,28-04-2022,62.958,6.9,1263
671,Kama Sutra: A Tale of Love,en,11-09-1996,62.946,5.7,149
672,The Jungle Book,en,18-10-1967,62.928,7.3,5760
673,Bram Stoker's Dracula,en,13-11-1992,62.887,7.5,4570
674,Dark Phoenix,en,05-06-2019,62.857,6,5883
675,Wrong Turn 3: Left for Dead,en,20-10-2009,62.833,5.6,1011
676,Alice in Wonderland,en,03-03-2010,62.799,6.6,13051
677,King Arthur: Legend of the Sword,en,10-05-2017,62.696,6.5,5287
678,White Men Can't Jump,en,11-05-2023,62.656,6.5,177
679,No Manches Frida 2,es,15-03-2019,62.617,8,803
680,Teenage Mutant Ninja Turtles: Out of the Shadows,en,01-06-2016,62.613,6,3213
681,Hotel Desire,de,07-12-2011,62.582,6.1,94
682,Naked Poison,cn,23-09-2000,62.576,5.2,8
683,2012,en,10-10-2009,62.556,5.8,11220
684,Aliens,en,18-07-1986,62.48,7.9,8652
685,Hocus Pocus 2,en,30-09-2022,62.444,7.3,1427
686,An Old Lady,ko,20-08-2020,62.345,6.8,9
687,Diary of a Fleeting Affair,fr,14-09-2022,48.656,6.6,100
688,Limitless,en,08-03-2011,62.291,7.2,9824
689,Wheatfield,es,25-10-2022,62.284,7.2,30
690,Woman with Pierced Nipples,ja,15-04-1983,62.274,4.4,8
691,Athena,fr,09-09-2022,62.23,6.6,596
692,"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends",ja,31-12-2014,62.188,7,131
693,Aunt's Temptation 3,ko,22-05-2020,62.178,6.4,8
694,The Secret Life of Pets 2,en,24-05-2019,48.932,7,2764
695,Three Steps Above Heaven,es,03-12-2010,62.119,7.7,2770
696,Through My Window,es,04-02-2022,62.118,7.4,2731
697,Blade of the 47 Ronin,en,25-10-2022,62.117,6.6,171
698,Blacklight,en,10-02-2022,62.093,6.3,921
699,Spirit: Stallion of the Cimarron,en,24-05-2002,62.042,7.7,4197
700,A Haunted House 2,en,17-04-2014,61.999,6.1,1267
701,Wreck-It Ralph,en,01-11-2012,61.815,7.3,11453
702,College Girls' Massage Parlor,ko,03-04-2020,61.43,7.1,5
703,My Fairy Troublemaker,de,13-10-2022,61.286,7.6,28
704,Red Corner,en,30-10-1997,61.262,6.2,311
705,Whiplash,en,10-10-2014,48.076,8.4,13738
706,The Beanie Bubble,en,21-07-2023,61.23,6.9,60
707,Perfect Addiction,en,16-02-2023,61.02,6.6,170
708,Taken,en,18-02-2008,61.01,7.4,10326
709,Alice in Wonderland,en,28-07-1951,60.983,7.2,5409
710,Captain Marvel,en,06-03-2019,60.869,6.8,14532
711,Covet: Island of Desire,ko,04-05-2017,60.865,4.6,7
712,The Forever Purge,en,30-06-2021,50.349,7,2176
713,Insidious: Chapter 3,en,28-05-2015,60.799,6.3,3075
714,Jumanji: The Next Level,en,04-12-2019,60.733,6.9,7863
715,The Handmaiden,ko,01-06-2016,60.72,8.2,3240
716,Thor,en,21-04-2011,60.714,6.8,19899
717,Empire of Lust,ko,05-03-2015,60.556,7,36
718,Desire,fr,06-10-2011,60.517,6.1,721
719,Chupa,en,07-04-2023,60.466,6.5,276
720,Megalodon: The Monster Shark Lives,en,04-08-2013,51.341,5.4,9
721,The Hangover Part II,en,25-05-2011,60.395,6.5,9700
722,Lilo & Stitch,en,21-06-2002,60.392,7.5,5605
723,Scary Movie 2,en,04-07-2001,60.387,5.8,4205
724,The Killer,ko,13-07-2022,60.346,7.9,282
725,Heat,en,15-12-1995,60.322,7.9,6439
726,The Good Dinosaur,en,14-11-2015,60.276,6.7,5091
727,The Godfather Part III,en,25-12-1990,60.246,7.4,5553
728,Rocky,en,21-11-1976,60.207,7.8,7041
729,Senior Couple and Exchange Sex,ko,23-12-2019,60.136,3,2
730,Megalodon Rising,en,27-08-2021,60.06,6.2,121
731,Taxi Driver,en,09-02-1976,60.023,8.2,10927
732,Carol of the Bells,uk,04-03-2022,59.955,7.9,10
733,Exploits of a Young Don Juan,fr,04-11-1986,59.929,5.6,161
734,The Hunger Games: The Ballad of Songbirds & Snakes,en,09-11-2023,59.847,0,0
735,Knives Out,en,27-11-2019,59.847,7.8,11017
736,The Fifth Element,en,02-05-1997,59.832,7.5,9847
737,Suicide Squad,en,03-08-2016,59.697,5.9,19994
738,Dinosaur,en,19-05-2000,59.593,6.5,2269
739,Back to the Future,en,03-07-1985,59.554,8.3,18280
740,Savage Salvation,en,02-12-2022,59.536,6.5,200
741,Home for Rent,th,06-04-2023,51.11,7.2,18
742,The Lion King II: Simba's Pride,en,24-10-1998,59.476,6.9,4094
743,Split,en,19-01-2017,59.449,7.3,16216
744,Litsoneras,tl,28-07-2023,59.361,5,1
745,Gremlins,en,07-06-1984,59.276,7.1,5757
746,Scream,en,20-12-1996,59.192,7.4,6079
747,Godzilla: King of the Monsters,en,29-05-2019,59.169,6.7,5431
748,"The Good, the Bad and the Ugly",it,23-12-1966,59.123,8.5,7629
749,Maleficent,en,28-05-2014,59.101,7.1,12411
750,Dragon Ball Z: Bardock - The Father of Goku,ja,17-10-1990,58.956,7.5,574
751,Ready Player One,en,28-03-2018,58.943,7.6,14302
752,Halloween Ends,en,12-10-2022,58.796,6.2,1374
753,The Twilight Saga: New Moon,en,18-11-2009,58.773,6,8555
754,Seven Samurai,ja,26-04-1954,58.675,8.5,3171
755,Mari(dos),es,10-03-2023,58.668,4.2,20
756,The Prestige,en,19-10-2006,58.667,8.2,14509
757,Annabelle Comes Home,en,26-06-2019,58.649,6.4,3136
758,Asterix & Obelix: The Middle Kingdom,fr,01-02-2023,58.539,4.9,535
759,Bambi,en,14-08-1942,58.53,7,5185
760,Kill Shot,en,15-08-2023,58.454,3.5,2
761,Jaws,en,20-06-1975,58.313,7.7,9394
762,Penguins of Madagascar,en,22-11-2014,58.231,6.5,3776
763,Schindler's List,en,15-12-1993,58.067,8.6,14412
764,Pacific Rim: Uprising,en,21-03-2018,58.05,6.1,4481
765,Superbad,en,20-03-2007,58.003,7.2,6547
766,Sex Tape,en,17-07-2014,49.285,5.4,3849
767,Pirates of the Caribbean: Dead Men Tell No Tales,en,23-05-2017,57.982,6.6,11085
768,The Infernal Machine,en,23-09-2022,57.977,6.5,201
769,Scooby-Doo,en,14-06-2002,57.938,6,4035
770,Silent Hill,en,21-04-2006,57.912,6.5,3845
771,Born to Fly,zh,28-04-2023,57.9,5.7,17
772,Sayen,es,03-03-2023,57.831,6.1,84
773,Upgrade,en,31-05-2018,57.82,7.5,3862
774,Kingsman: The Golden Circle,en,20-09-2017,57.761,7,9490
775,The Last Warrior: Root of Evil,ru,01-01-2021,57.731,6.9,134
776,Sing,en,23-11-2016,57.726,7.1,7397
777,The Jack in the Box: Awakening,en,24-02-2022,57.665,6.4,290
778,X-Men: Apocalypse,en,18-05-2016,52.296,6.5,12139
779,Two Sinners and a Mule,en,21-04-2023,57.581,6.4,28
780,Piggy,es,07-10-2022,57.525,6.7,431
781,The Incredibles,en,27-10-2004,57.48,7.7,16458
782,Catch Me If You Can,en,16-12-2002,57.477,8,14235
783,Poisoned: The Dirty Truth About Your Food,en,09-06-2023,57.476,6.9,14
784,Aladdin,en,25-11-1992,57.476,7.6,10465
785,Terminator: Dark Fate,en,23-10-2019,57.435,6.5,4599
786,Nocebo,en,03-11-2022,37.861,6.2,91
787,How to Train Your Dragon: The Hidden World,en,03-01-2019,57.391,7.8,5755
788,Brad Pitt: More Than a Pretty Face,fr,09-10-2022,57.316,7.1,9
789,Disobedient,ru,14-02-2023,57.277,4,8
790,Jack Reacher: Never Go Back,en,19-10-2016,57.243,5.9,4445
791,Money Shot: The Pornhub Story,en,15-03-2023,57.097,5.8,241
792,The Bad Guys,en,17-03-2022,57.04,7.6,1604
793,Berserk: The Golden Age Arc I - The Egg of the King,ja,03-02-2012,56.899,7.2,425
794,A Bug's Life,en,25-11-1998,56.878,7,8476
795,Today We'll Talk About That Day,id,27-07-2023,56.859,7.3,7
796,John Wick,en,22-10-2014,56.209,7.4,17759
797,Indiana Jones and the Temple of Doom,en,23-05-1984,56.824,7.3,8379
798,Gold Brick,fr,06-07-2023,56.819,6.3,93
799,Get Out,en,24-02-2017,49.521,7.6,15922
800,Logan,en,28-02-2017,56.314,7.8,17997
801,Princess Mononoke,ja,12-07-1997,56.29,8.3,7126
802,Insidious: Chapter 2,en,12-09-2013,56.238,6.7,3861
803,The Gigolo,cn,29-01-2015,56.08,4.7,21
804,Shutter Island,en,14-02-2010,55.961,8.2,22090
805,No Manches Frida,es,02-09-2016,55.887,7.8,762
806,The Demon Wet Nurse,zh,12-03-1992,55.88,7,1
807,Safe,en,16-04-2012,55.858,6.5,2211
808,Decision to Leave,ko,29-06-2022,55.828,7.4,846
809,Devotion,en,23-11-2022,55.823,7.2,548
810,The Pale Blue Eye,en,22-12-2022,55.807,6.9,1397
811,Emmanuelle 3,fr,14-10-1977,55.788,4.4,51
812,Knowing,en,19-03-2009,55.784,6.2,4849
813,A Real Young Girl,fr,01-01-1976,55.706,5.3,98
814,The Hobbit: The Desolation of Smaug,en,11-12-2013,55.629,7.6,12157
815,"Big Mommas: Like Father, Like Son",en,16-02-2011,55.623,5.5,1124
816,The Revenant,en,25-12-2015,55.608,7.5,16996
817,Big Momma's House,en,31-05-2000,55.539,5.8,2107
818,The Black Phone,en,22-06-2022,55.523,7.7,4042
819,Joy Ride,en,22-06-2023,55.509,6.7,113
820,The Punisher,en,15-04-2004,55.484,6.3,2545
821,Snake Eyes: G.I. Joe Origins,en,22-07-2021,55.472,6.5,1373
822,Grotesque,en,30-07-2022,55.466,3.6,10
823,Dragon Ball GT: A Hero's Legacy,ja,26-03-1997,55.455,6.8,286
824,Mad Max: Fury Road,en,13-05-2015,55.446,7.6,20772
825,Once Upon a Time… in Hollywood,en,24-07-2019,55.44,7.4,12089
826,Air,en,05-04-2023,55.415,7.4,1260
827,American Carnage,en,15-07-2022,55.411,5.8,65
828,The Trapped 13: How We Survived The Thai Cave,th,05-10-2022,55.385,7,48
829,Drive,en,15-09-2011,55.367,7.6,11602
830,Jurassic World: Fallen Kingdom,en,22-06-2018,55.361,6.5,10323
831,Dog,en,17-02-2022,55.352,7.3,1252
832,Boonie Bears: Back to Earth,zh,01-02-2022,55.336,6.7,12
833,Ice Age: The Meltdown,en,29-03-2006,55.298,6.7,9010
834,Pride & Prejudice,en,16-09-2005,55.262,8.1,7298
835,Beau Is Afraid,en,14-04-2023,58.495,6.9,460
836,Kingdom: Ashin of the North,ko,23-07-2021,55.211,7.3,455
837,The Mummy,en,16-04-1999,55.183,6.9,8239
838,Warriors of Future,zh,05-08-2022,55.107,7.2,325
